run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
4270,9711,DeathKnight,Blood,Unknown,Tank,US,Murder Row,10,1,1544.9,99952,0,291.0,2026-08-18,0,-1,1547.0,24.2
4270,6034,Paladin,Holy,Unknown,Healer,US,Murder Row,10,1,1544.9,14906,0,294.0,2026-08-18,0,-1,1547.0,24.2
4270,9712,DemonHunter,Devourer,Unknown,DPS,US,Murder Row,10,1,1544.9,188775,0,292.0,2026-08-18,0,-1,1547.0,24.2
4270,9713,Shaman,Elemental,Unknown,DPS,US,Murder Row,10,1,1544.9,187371,1,295.0,2026-08-18,0,-1,1547.0,24.2
4270,9714,Druid,Balance,Unknown,DPS,US,Murder Row,10,1,1544.9,150883,1,294.0,2026-08-18,0,-1,1547.0,24.2
4271,9715,Paladin,Protection,Lightsmith,Tank,US,Temple of Sethraliss,10,1,1563.3,78301,0,291.0,2026-08-19,0,-1,1565.0,18.5
4271,9716,Priest,Holy,Oracle,Healer,US,Temple of Sethraliss,10,1,1563.3,12578,0,289.0,2026-08-19,0,-1,1565.0,18.5
4271,8805,Priest,Shadow,Archon,DPS,US,Temple of Sethraliss,10,1,1563.3,137250,0,297.0,2026-08-19,0,-1,1565.0,18.5
4271,9717,Hunter,BeastMastery,Pack Leader,DPS,US,Temple of Sethraliss,10,1,1563.3,152508,1,292.0,2026-08-19,0,-1,1565.0,18.5
4271,102,Paladin,Retribution,Templar,DPS,US,Temple of Sethraliss,10,1,1563.3,221971,0,298.0,2026-08-19,0,-1,1565.0,18.5
4272,9718,Monk,Brewmaster,Master of Harmony,Tank,US,Murder Row,11,1,1799.7,86576,2,295.0,2026-08-19,0,-1,1821.0,10.7
4272,7695,Priest,Discipline,Oracle,Healer,US,Murder Row,11,1,1799.7,11462,1,296.0,2026-08-19,0,-1,1821.0,10.7
4272,9719,DemonHunter,Devourer,Void-Scarred,DPS,US,Murder Row,11,1,1799.7,159787,0,297.0,2026-08-19,0,-1,1821.0,10.7
4272,9720,Monk,Windwalker,Shado-Pan,DPS,US,Murder Row,11,1,1799.7,140915,2,295.0,2026-08-19,0,-1,1821.0,10.7
4272,7697,Rogue,Subtlety,Trickster,DPS,US,Murder Row,11,1,1799.7,180304,1,300.0,2026-08-19,0,-1,1821.0,10.7
4277,4426,Druid,Guardian,Druid of the Claw,Tank,US,Altar of Fangs,10,1,1484.7,85911,0,294.0,2026-08-18,0,-1,1476.0,18.0
4277,4427,Shaman,Restoration,Totemic,Healer,US,Altar of Fangs,10,1,1484.7,20562,0,294.0,2026-08-18,0,-1,1476.0,18.0
4277,4429,Priest,Shadow,Archon,DPS,US,Altar of Fangs,10,1,1484.7,184311,0,294.0,2026-08-18,0,-1,1476.0,18.0
4277,4430,Warlock,Affliction,Soul Harvester,DPS,US,Altar of Fangs,10,1,1484.7,205351,0,296.0,2026-08-18,0,-1,1476.0,18.0
4277,9726,Monk,Windwalker,Shado-Pan,DPS,US,Altar of Fangs,10,1,1484.7,198028,0,296.0,2026-08-18,0,-1,1476.0,18.0
4279,4975,Paladin,Protection,Templar,Tank,US,Altar of Fangs,10,1,1436.1,88049,0,294.0,2026-08-19,0,-1,1428.0,20.7
4279,4976,Shaman,Restoration,Totemic,Healer,US,Altar of Fangs,10,1,1436.1,28688,0,297.0,2026-08-19,0,-1,1428.0,20.7
4279,8525,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,10,1,1436.1,215492,0,295.0,2026-08-19,0,-1,1428.0,20.7
4279,4977,Warlock,Destruction,Diabolist,DPS,US,Altar of Fangs,10,1,1436.1,189682,0,294.0,2026-08-19,0,-1,1428.0,20.7
4279,4023,Hunter,Marksmanship,Sentinel,DPS,US,Altar of Fangs,10,1,1436.1,172490,0,298.0,2026-08-19,0,-1,1428.0,20.7
4280,9192,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,11,1,1447.2,117680,0,296.0,2026-08-18,0,-1,1459.0,24.0
4280,3148,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,11,1,1447.2,49409,0,291.0,2026-08-18,0,-1,1459.0,24.0
4280,9193,Druid,Balance,Elune's Chosen,DPS,US,Temple of Sethraliss,11,1,1447.2,186778,1,295.0,2026-08-18,0,-1,1459.0,24.0
4280,3150,Hunter,BeastMastery,Pack Leader,DPS,US,Temple of Sethraliss,11,1,1447.2,194243,1,294.0,2026-08-18,0,-1,1459.0,24.0
4280,3951,DemonHunter,Havoc,Fel-Scarred,DPS,US,Temple of Sethraliss,11,1,1447.2,183466,2,295.0,2026-08-18,0,-1,1459.0,24.0
4283,7128,DeathKnight,Blood,Unknown,Tank,US,Den of Nalorakk,10,1,1518.4,80136,0,294.0,2026-08-19,0,-1,1525.0,20.6
4283,5225,Shaman,Restoration,Unknown,Healer,US,Den of Nalorakk,10,1,1518.4,20862,0,295.0,2026-08-19,0,-1,1525.0,20.6
4283,5227,DeathKnight,Unholy,Unknown,DPS,US,Den of Nalorakk,10,1,1518.4,161345,0,295.0,2026-08-19,0,-1,1525.0,20.6
4283,5228,Shaman,Enhancement,Unknown,DPS,US,Den of Nalorakk,10,1,1518.4,166304,0,293.0,2026-08-19,0,-1,1525.0,20.6
4283,5226,DemonHunter,Devourer,Unknown,DPS,US,Den of Nalorakk,10,1,1518.4,147935,3,295.0,2026-08-19,0,-1,1525.0,20.6
4284,9731,DeathKnight,Blood,San'layn,Tank,US,Kings' Rest,11,0,2407.1,57635,1,294.0,2026-08-19,0,-1,2443.0,-23.4
4284,9732,Paladin,Holy,Herald of the Sun,Healer,US,Kings' Rest,11,0,2407.1,10544,1,291.0,2026-08-19,0,-1,2443.0,-23.4
4284,9733,Shaman,Elemental,Farseer,DPS,US,Kings' Rest,11,0,2407.1,104408,2,292.0,2026-08-19,0,-1,2443.0,-23.4
4284,9734,Mage,Arcane,Sunfury,DPS,US,Kings' Rest,11,0,2407.1,108547,3,292.0,2026-08-19,0,-1,2443.0,-23.4
4284,9735,Paladin,Retribution,Templar,DPS,US,Kings' Rest,11,0,2407.1,86134,2,290.0,2026-08-19,0,-1,2443.0,-23.4
4285,5261,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,11,1,1574.4,123970,0,294.0,2026-08-19,0,-1,1641.0,8.8
4285,6258,Druid,Restoration,Wildstalker,Healer,US,Voidscar Arena,11,1,1574.4,4033,2,294.0,2026-08-19,0,-1,1641.0,8.8
4285,6257,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,11,1,1574.4,106850,7,290.0,2026-08-19,0,-1,1641.0,8.8
4285,5262,Shaman,Elemental,Farseer,DPS,US,Voidscar Arena,11,1,1574.4,185747,3,296.0,2026-08-19,0,-1,1641.0,8.8
4285,9736,Rogue,Outlaw,Trickster,DPS,US,Voidscar Arena,11,1,1574.4,172125,3,293.0,2026-08-19,0,-1,1641.0,8.8
4288,8786,Warrior,Protection,Unknown,Tank,US,Den of Nalorakk,11,1,1880.5,84679,1,295.0,2026-08-18,0,-1,1917.0,0.2
4288,8787,Shaman,Restoration,Unknown,Healer,US,Den of Nalorakk,11,1,1880.5,12253,4,282.0,2026-08-18,0,-1,1917.0,0.2
4288,9742,Warrior,Arms,Unknown,DPS,US,Den of Nalorakk,11,1,1880.5,151307,1,292.0,2026-08-18,0,-1,1917.0,0.2
4288,8789,Shaman,Elemental,Unknown,DPS,US,Den of Nalorakk,11,1,1880.5,136384,2,293.0,2026-08-18,0,-1,1917.0,0.2
4288,7729,DeathKnight,Unholy,Unknown,DPS,US,Den of Nalorakk,11,1,1880.5,115715,1,293.0,2026-08-18,0,-1,1917.0,0.2
4289,9743,Paladin,Protection,Lightsmith,Tank,US,Murder Row,10,1,1425.9,98446,0,298.0,2026-08-19,0,-1,1423.0,30.3
4289,7767,Shaman,Restoration,Totemic,Healer,US,Murder Row,10,1,1425.9,24596,0,296.0,2026-08-19,0,-1,1423.0,30.3
4289,9072,Hunter,BeastMastery,Pack Leader,DPS,US,Murder Row,10,1,1425.9,161095,0,295.0,2026-08-19,0,-1,1423.0,30.3
4289,8474,Warrior,Arms,Slayer,DPS,US,Murder Row,10,1,1425.9,193550,1,300.0,2026-08-19,0,-1,1423.0,30.3
4289,9744,Paladin,Retribution,Templar,DPS,US,Murder Row,10,1,1425.9,164530,0,293.0,2026-08-19,0,-1,1423.0,30.3
4290,9745,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,10,1,1347.6,98465,0,295.0,2026-08-19,0,-1,1339.0,20.3
4290,9746,Paladin,Holy,Herald of the Sun,Healer,US,Ruby Life Pools,10,1,1347.6,11576,0,283.0,2026-08-19,0,-1,1339.0,20.3
4290,17,Priest,Shadow,Archon,DPS,US,Ruby Life Pools,10,1,1347.6,195059,0,295.0,2026-08-19,0,-1,1339.0,20.3
4290,9747,Mage,Arcane,Sunfury,DPS,US,Ruby Life Pools,10,1,1347.6,156892,0,296.0,2026-08-19,0,-1,1339.0,20.3
4290,9748,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,10,1,1347.6,162988,0,296.0,2026-08-19,0,-1,1339.0,20.3
4291,4530,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,10,1,1393.4,124142,0,295.0,2026-08-18,0,-1,1405.0,21.9
4291,9749,Druid,Restoration,Wildstalker,Healer,US,The Blinding Vale,10,1,1393.4,6741,0,293.0,2026-08-18,0,-1,1405.0,21.9
4291,9750,Rogue,Subtlety,Deathstalker,DPS,US,The Blinding Vale,10,1,1393.4,156272,3,294.0,2026-08-18,0,-1,1405.0,21.9
4291,4534,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,The Blinding Vale,10,1,1393.4,169749,0,295.0,2026-08-18,0,-1,1405.0,21.9
4291,9751,Mage,Arcane,Sunfury,DPS,US,The Blinding Vale,10,1,1393.4,195267,1,298.0,2026-08-18,0,-1,1405.0,21.9
4292,6375,DeathKnight,Blood,San'layn,Tank,US,Den of Nalorakk,11,1,1583.7,109071,0,292.0,2026-08-19,0,-1,1585.0,17.5
4292,6376,Paladin,Holy,Herald of the Sun,Healer,US,Den of Nalorakk,11,1,1583.7,18994,0,298.0,2026-08-19,0,-1,1585.0,17.5
4292,6378,Hunter,BeastMastery,Pack Leader,DPS,US,Den of Nalorakk,11,1,1583.7,183183,0,295.0,2026-08-19,0,-1,1585.0,17.5
4292,9752,Rogue,Subtlety,Deathstalker,DPS,US,Den of Nalorakk,11,1,1583.7,159033,1,287.0,2026-08-19,0,-1,1585.0,17.5
4292,6377,Druid,Feral,Druid of the Claw,DPS,US,Den of Nalorakk,11,1,1583.7,190671,1,295.0,2026-08-19,0,-1,1585.0,17.5
4293,7025,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,10,1,1476.9,94653,0,293.0,2026-08-19,0,-1,1488.0,24.8
4293,9753,Priest,Discipline,Oracle,Healer,US,Kings' Rest,10,1,1476.9,18190,0,300.0,2026-08-19,0,-1,1488.0,24.8
4293,9754,Shaman,Enhancement,Stormbringer,DPS,US,Kings' Rest,10,1,1476.9,130634,1,293.0,2026-08-19,0,-1,1488.0,24.8
4293,9755,DemonHunter,Havoc,Fel-Scarred,DPS,US,Kings' Rest,10,1,1476.9,127243,0,296.0,2026-08-19,0,-1,1488.0,24.8
4293,9756,Warlock,Demonology,Diabolist,DPS,US,Kings' Rest,10,1,1476.9,122408,3,298.0,2026-08-19,0,-1,1488.0,24.8
4294,7273,Druid,Guardian,Elune's Chosen,Tank,US,Temple of Sethraliss,10,1,1298.2,103535,0,293.0,2026-08-18,0,-1,1294.0,32.6
4294,7274,Priest,Holy,Oracle,Healer,US,Temple of Sethraliss,10,1,1298.2,18509,0,292.0,2026-08-18,0,-1,1294.0,32.6
4294,7275,Hunter,Marksmanship,Sentinel,DPS,US,Temple of Sethraliss,10,1,1298.2,166673,1,293.0,2026-08-18,0,-1,1294.0,32.6
4294,7277,Priest,Shadow,Archon,DPS,US,Temple of Sethraliss,10,1,1298.2,200752,0,293.0,2026-08-18,0,-1,1294.0,32.6
4294,7276,Rogue,Subtlety,Deathstalker,DPS,US,Temple of Sethraliss,10,1,1298.2,203004,0,296.0,2026-08-18,0,-1,1294.0,32.6
4297,9761,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,10,1,1288.8,86688,0,292.0,2026-08-18,0,-1,1295.0,22.9
4297,9762,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Ruby Life Pools,10,1,1288.8,50278,1,291.0,2026-08-18,0,-1,1295.0,22.9
4297,6052,Evoker,Devastation,Scalecommander,DPS,US,Ruby Life Pools,10,1,1288.8,187291,0,291.0,2026-08-18,0,-1,1295.0,22.9
4297,9763,Shaman,Enhancement,Stormbringer,DPS,US,Ruby Life Pools,10,1,1288.8,174664,1,289.0,2026-08-18,0,-1,1295.0,22.9
4297,6435,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,10,1,1288.8,178597,1,295.0,2026-08-18,0,-1,1295.0,22.9
4298,9764,Warrior,Protection,Mountain Thane,Tank,US,Den of Nalorakk,11,1,1777.5,91884,0,293.0,2026-08-19,0,-1,1774.0,7.6
4298,9765,Shaman,Restoration,Totemic,Healer,US,Den of Nalorakk,11,1,1777.5,24560,0,298.0,2026-08-19,0,-1,1774.0,7.6
4298,9766,Rogue,Assassination,Deathstalker,DPS,US,Den of Nalorakk,11,1,1777.5,141363,0,291.0,2026-08-19,0,-1,1774.0,7.6
4298,9767,DemonHunter,Havoc,Fel-Scarred,DPS,US,Den of Nalorakk,11,1,1777.5,133870,1,295.0,2026-08-19,0,-1,1774.0,7.6
4298,9768,Druid,Balance,Elune's Chosen,DPS,US,Den of Nalorakk,11,1,1777.5,131402,0,296.0,2026-08-19,0,-1,1774.0,7.6
4301,8078,Warrior,Protection,Mountain Thane,Tank,US,Murder Row,10,1,1597.3,112718,3,296.0,2026-08-18,0,-1,1649.0,19.2
4301,8079,Paladin,Holy,Herald of the Sun,Healer,US,Murder Row,10,1,1597.3,8221,1,289.0,2026-08-18,0,-1,1649.0,19.2
4301,8080,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Murder Row,10,1,1597.3,166180,2,292.0,2026-08-18,0,-1,1649.0,19.2
4301,8081,Shaman,Elemental,Farseer,DPS,US,Murder Row,10,1,1597.3,167299,2,294.0,2026-08-18,0,-1,1649.0,19.2
4301,8082,Warlock,Demonology,Diabolist,DPS,US,Murder Row,10,1,1597.3,162924,3,295.0,2026-08-18,0,-1,1649.0,19.2
4304,9776,DemonHunter,Vengeance,Annihilator,Tank,US,Voidscar Arena,11,1,1506.1,93033,2,298.0,2026-08-18,0,-1,1543.0,14.3
4304,2563,Priest,Holy,Oracle,Healer,US,Voidscar Arena,11,1,1506.1,31767,1,295.0,2026-08-18,0,-1,1543.0,14.3
4304,8801,Druid,Balance,Elune's Chosen,DPS,US,Voidscar Arena,11,1,1506.1,144384,2,291.0,2026-08-18,0,-1,1543.0,14.3
4304,2565,Mage,Arcane,Sunfury,DPS,US,Voidscar Arena,11,1,1506.1,167917,2,295.0,2026-08-18,0,-1,1543.0,14.3
4304,2564,Evoker,Devastation,Scalecommander,DPS,US,Voidscar Arena,11,1,1506.1,182460,1,297.0,2026-08-18,0,-1,1543.0,14.3
4307,9782,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,10,1,1380.5,86851,0,300.0,2026-08-19,0,-1,1377.0,23.5
4307,2586,Paladin,Holy,Herald of the Sun,Healer,US,Voidscar Arena,10,1,1380.5,14661,0,287.0,2026-08-19,0,-1,1377.0,23.5
4307,2587,Druid,Balance,Elune's Chosen,DPS,US,Voidscar Arena,10,1,1380.5,180497,1,291.0,2026-08-19,0,-1,1377.0,23.5
4307,6954,Shaman,Enhancement,Stormbringer,DPS,US,Voidscar Arena,10,1,1380.5,180515,0,296.0,2026-08-19,0,-1,1377.0,23.5
4307,2588,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,10,1,1380.5,203677,0,296.0,2026-08-19,0,-1,1377.0,23.5
4308,346,Monk,Brewmaster,Master of Harmony,Tank,US,Kings' Rest,11,1,1710.3,72143,1,293.0,2026-08-18,0,-1,1732.0,12.5
4308,9783,Priest,Discipline,Oracle,Healer,US,Kings' Rest,11,1,1710.3,11701,3,288.0,2026-08-18,0,-1,1732.0,12.5
4308,6837,Evoker,Augmentation,Scalecommander,DPS,US,Kings' Rest,11,1,1710.3,108296,0,295.0,2026-08-18,0,-1,1732.0,12.5
4308,8613,Druid,Balance,Elune's Chosen,DPS,US,Kings' Rest,11,1,1710.3,139986,1,295.0,2026-08-18,0,-1,1732.0,12.5
4308,340,Mage,Arcane,Sunfury,DPS,US,Kings' Rest,11,1,1710.3,144684,1,290.0,2026-08-18,0,-1,1732.0,12.5
4312,7764,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,10,1,1398.4,99010,0,298.0,2026-08-19,0,-1,1415.0,21.4
4312,9789,Paladin,Holy,Herald of the Sun,Healer,US,Voidscar Arena,10,1,1398.4,10326,2,290.0,2026-08-19,0,-1,1415.0,21.4
4312,9790,Monk,Windwalker,Shado-Pan,DPS,US,Voidscar Arena,10,1,1398.4,153105,2,295.0,2026-08-19,0,-1,1415.0,21.4
4312,7765,Hunter,Marksmanship,Sentinel,DPS,US,Voidscar Arena,10,1,1398.4,158223,0,300.0,2026-08-19,0,-1,1415.0,21.4
4312,9791,Shaman,Enhancement,Stormbringer,DPS,US,Voidscar Arena,10,1,1398.4,165376,1,290.0,2026-08-19,0,-1,1415.0,21.4
4313,5657,DemonHunter,Vengeance,Unknown,Tank,US,Voidscar Arena,11,1,1466.6,109017,0,295.0,2026-08-18,0,-1,1473.0,18.1
4313,9792,Paladin,Holy,Unknown,Healer,US,Voidscar Arena,11,1,1466.6,22295,0,292.0,2026-08-18,0,-1,1473.0,18.1
4313,5658,Shaman,Elemental,Unknown,DPS,US,Voidscar Arena,11,1,1466.6,202508,2,292.0,2026-08-18,0,-1,1473.0,18.1
4313,5661,DemonHunter,Havoc,Unknown,DPS,US,Voidscar Arena,11,1,1466.6,196721,1,294.0,2026-08-18,0,-1,1473.0,18.1
4313,5659,Evoker,Devastation,Unknown,DPS,US,Voidscar Arena,11,1,1466.6,174628,0,292.0,2026-08-18,0,-1,1473.0,18.1
4314,9793,DeathKnight,Blood,Deathbringer,Tank,US,Murder Row,11,1,1958.7,85623,3,293.0,2026-08-18,0,-1,2015.0,1.2
4314,2835,Priest,Discipline,Oracle,Healer,US,Murder Row,11,1,1958.7,15969,2,294.0,2026-08-18,0,-1,2015.0,1.2
4314,9794,Warlock,Demonology,Diabolist,DPS,US,Murder Row,11,1,1958.7,189156,2,296.0,2026-08-18,0,-1,2015.0,1.2
4314,9795,Hunter,Marksmanship,Sentinel,DPS,US,Murder Row,11,1,1958.7,115908,3,295.0,2026-08-18,0,-1,2015.0,1.2
4314,9796,DemonHunter,Havoc,Fel-Scarred,DPS,US,Murder Row,11,1,1958.7,152769,2,292.0,2026-08-18,0,-1,2015.0,1.2
4315,7025,Paladin,Protection,Lightsmith,Tank,US,Murder Row,10,1,1480.3,118519,0,293.0,2026-08-19,0,-1,1487.0,27.1
4315,9797,Shaman,Restoration,Totemic,Healer,US,Murder Row,10,1,1480.3,19833,0,292.0,2026-08-19,0,-1,1487.0,27.1
4315,9798,Mage,Arcane,Sunfury,DPS,US,Murder Row,10,1,1480.3,209457,2,295.0,2026-08-19,0,-1,1487.0,27.1
4315,9799,Warrior,Arms,Slayer,DPS,US,Murder Row,10,1,1480.3,172300,1,294.0,2026-08-19,0,-1,1487.0,27.1
4315,9800,DemonHunter,Devourer,Annihilator,DPS,US,Murder Row,10,1,1480.3,169002,0,293.0,2026-08-19,0,-1,1487.0,27.1
4318,8390,Paladin,Protection,Lightsmith,Tank,US,Murder Row,14,0,2177.2,109149,3,294.0,2026-08-18,0,-1,2349.0,-15.1
4318,8391,Shaman,Restoration,Totemic,Healer,US,Murder Row,14,0,2177.2,22193,2,292.0,2026-08-18,0,-1,2349.0,-15.1
4318,8392,Warrior,Arms,Slayer,DPS,US,Murder Row,14,0,2177.2,182730,3,297.0,2026-08-18,0,-1,2349.0,-15.1
4318,4388,Druid,Feral,Druid of the Claw,DPS,US,Murder Row,14,0,2177.2,182273,3,294.0,2026-08-18,0,-1,2349.0,-15.1
4318,9802,Rogue,Outlaw,Trickster,DPS,US,Murder Row,14,0,2177.2,193800,3,294.0,2026-08-18,0,-1,2349.0,-15.1
4319,9803,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,10,1,1400.9,108473,0,291.0,2026-08-19,0,-1,1412.0,26.5
4319,9804,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,10,1,1400.9,39560,0,296.0,2026-08-19,0,-1,1412.0,26.5
4319,9805,Warrior,Arms,Slayer,DPS,US,Temple of Sethraliss,10,1,1400.9,155180,2,287.0,2026-08-19,0,-1,1412.0,26.5
4319,9806,Mage,Arcane,Sunfury,DPS,US,Temple of Sethraliss,10,1,1400.9,182204,0,295.0,2026-08-19,0,-1,1412.0,26.5
4319,9807,Paladin,Retribution,Templar,DPS,US,Temple of Sethraliss,10,1,1400.9,195278,2,294.0,2026-08-19,0,-1,1412.0,26.5
4322,9814,Druid,Guardian,Elune's Chosen,Tank,US,The Blinding Vale,11,1,1585.5,89027,0,292.0,2026-08-18,0,-1,1632.0,9.4
4322,9815,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,11,1,1585.5,28702,2,292.0,2026-08-18,0,-1,1632.0,9.4
4322,9816,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,The Blinding Vale,11,1,1585.5,193647,0,294.0,2026-08-18,0,-1,1632.0,9.4
4322,9817,Mage,Frost,Spellslinger,DPS,US,The Blinding Vale,11,1,1585.5,153353,7,294.0,2026-08-18,0,-1,1632.0,9.4
4322,9818,Mage,Arcane,Sunfury,DPS,US,The Blinding Vale,11,1,1585.5,223078,2,294.0,2026-08-18,0,-1,1632.0,9.4
4328,9831,DeathKnight,Blood,San'layn,Tank,US,Murder Row,11,1,1794.4,111111,0,292.0,2026-08-18,0,-1,1791.0,12.2
4328,9832,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Murder Row,11,1,1794.4,44933,1,294.0,2026-08-18,0,-1,1791.0,12.2
4328,9833,Evoker,Augmentation,Chronowarden,DPS,US,Murder Row,11,1,1794.4,120873,0,290.0,2026-08-18,0,-1,1791.0,12.2
4328,9834,Rogue,Subtlety,Deathstalker,DPS,US,Murder Row,11,1,1794.4,151987,0,292.0,2026-08-18,0,-1,1791.0,12.2
4328,9835,Mage,Arcane,Sunfury,DPS,US,Murder Row,11,1,1794.4,148754,0,292.0,2026-08-18,0,-1,1791.0,12.2
4329,9793,DeathKnight,Blood,Deathbringer,Tank,US,The Blinding Vale,10,1,1489.4,94061,0,292.0,2026-08-18,0,-1,1491.0,17.2
4329,2835,Priest,Holy,Oracle,Healer,US,The Blinding Vale,10,1,1489.4,30779,0,294.0,2026-08-18,0,-1,1491.0,17.2
4329,9794,Warlock,Demonology,Diabolist,DPS,US,The Blinding Vale,10,1,1489.4,191592,2,295.0,2026-08-18,0,-1,1491.0,17.2
4329,9795,Hunter,Marksmanship,Sentinel,DPS,US,The Blinding Vale,10,1,1489.4,132322,0,293.0,2026-08-18,0,-1,1491.0,17.2
4329,9796,DemonHunter,Havoc,Fel-Scarred,DPS,US,The Blinding Vale,10,1,1489.4,168898,0,292.0,2026-08-18,0,-1,1491.0,17.2
4330,2764,Druid,Guardian,Elune's Chosen,Tank,US,Altar of Fangs,11,0,1866.9,109238,0,294.0,2026-08-18,0,-1,1934.0,-7.4
4330,2765,Druid,Restoration,Wildstalker,Healer,US,Altar of Fangs,11,0,1866.9,3847,4,289.0,2026-08-18,0,-1,1934.0,-7.4
4330,4972,Evoker,Devastation,Scalecommander,DPS,US,Altar of Fangs,11,0,1866.9,160132,6,289.0,2026-08-18,0,-1,1934.0,-7.4
4330,9836,Druid,Balance,Elune's Chosen,DPS,US,Altar of Fangs,11,0,1866.9,172488,4,292.0,2026-08-18,0,-1,1934.0,-7.4
4330,4973,Monk,Windwalker,Shado-Pan,DPS,US,Altar of Fangs,11,0,1866.9,175238,5,294.0,2026-08-18,0,-1,1934.0,-7.4
4333,6637,DeathKnight,Blood,Deathbringer,Tank,US,Den of Nalorakk,10,1,1626.3,90425,0,294.0,2026-08-18,0,-1,1632.0,15.0
4333,6638,Paladin,Holy,Herald of the Sun,Healer,US,Den of Nalorakk,10,1,1626.3,14232,0,288.0,2026-08-18,0,-1,1632.0,15.0
4333,3693,Mage,Arcane,Sunfury,DPS,US,Den of Nalorakk,10,1,1626.3,173105,1,291.0,2026-08-18,0,-1,1632.0,15.0
4333,9843,Druid,Balance,Elune's Chosen,DPS,US,Den of Nalorakk,10,1,1626.3,107637,1,290.0,2026-08-18,0,-1,1632.0,15.0
4333,9844,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Den of Nalorakk,10,1,1626.3,152713,1,292.0,2026-08-18,0,-1,1632.0,15.0
4336,7618,Druid,Guardian,Elune's Chosen,Tank,US,Ruby Life Pools,10,1,1239.5,116882,1,295.0,2026-08-18,0,-1,1256.0,25.2
4336,1172,Shaman,Restoration,Totemic,Healer,US,Ruby Life Pools,10,1,1239.5,29126,0,296.0,2026-08-18,0,-1,1256.0,25.2
